ID,UserLanguage,Age,Gender,Educ,Educ_Mom,Country,Isolation,COVID_Concerns,Corona_concerns_1,Corona_concerns_2,Corona_concerns_3,Corona_concerns_4,Corona_concerns_5,COVID_Compliance,Compliance_1,Compliance_2,Compliance_3,Compliance_4,Compliance_5,Compliance_6,Compliance_6
1236,PT,44,Male,"College degree, bachelor, master",Up to 6 years of school,Switzerland,NA,25,5,5,5,5,5,27,5,5,5,5,5,2,2
1237,LT,66,Female,"College degree, bachelor, master",Up to 9 years of school,Lithuania,0,19,4,4,4,4,3,22,4,5,5,3,4,1,1
1238,SK,57,Female,"Some College, short continuing education or equivalent",Up to 12 years of school,Slovakia,1,19,3,3,3,5,5,23,4,5,5,2,4,3,3
1239,SAR,37,Female,"College degree, bachelor, master",College degree,Argentina,1,25,5,5,5,5,5,23,5,1,5,4,4,4,4
1240,SAR,35,Female,"College degree, bachelor, master",Some College or equivalent,Argentina,NA,27,5,6,5,6,5,21,5,5,5,2,2,2,2
1241,SAR,40,Other/would rather not say,"College degree, bachelor, master",Up to 12 years of school,Argentina,1,17,5,3,4,3,2,26,6,6,6,2,3,3,3
1242,SAR,71,Male,"Some College, short continuing education or equivalent",College degree,Argentina,1,24,5,5,5,5,4,28,5,6,6,2,5,4,4
1243,SAR,42,Female,Up to 12 years of school,Up to 9 years of school,Argentina,5,25,5,5,5,5,5,27,6,6,6,1,6,2,2
1244,SAR,41,Female,"College degree, bachelor, master",Some College or equivalent,Argentina,1,22,3,5,4,5,5,25,5,6,5,3,4,2,2
1245,SAR,61,Female,"College degree, bachelor, master",Up to 12 years of school,Argentina,3,21,5,4,4,4,4,27,5,6,6,5,2,3,3
1246,SAR,54,Female,Up to 12 years of school,Up to 6 years of school,Argentina,1,25,5,5,5,5,5,31,6,6,6,5,5,3,3
1249,SAR,61,Female,"Some College, short continuing education or equivalent",Up to 6 years of school,Argentina,0,16,4,4,3,2,3,29,5,6,6,5,5,2,2
1250,SAR,36,Female,PhD/Doctorate,College degree,Argentina,1,26,5,6,5,6,4,28,6,6,6,4,4,2,2
1252,SAR,46,Male,"College degree, bachelor, master",College degree,Argentina,1,16,2,2,3,3,6,29,5,5,5,4,6,4,4
1254,SAR,33,Female,Up to 12 years of school,Up to 9 years of school,Argentina,1,28,5,6,6,6,5,31,6,6,6,3,6,4,4
1255,SAR,48,Female,"College degree, bachelor, master",Some College or equivalent,Argentina,0,7,2,2,1,1,1,24,6,5,6,1,5,1,1
1257,LT,67,Female,"College degree, bachelor, master",Up to 6 years of school,Lithuania,NA,21,4,4,4,5,4,26,6,6,6,2,4,2,2
1258,LT,47,Female,Up to 12 years of school,College degree,United Kingdom,1,18,4,4,3,4,3,26,6,6,6,1,1,6,6
1259,SME,50,Female,PhD/Doctorate,None,Panama,1,29,5,6,6,6,6,29,6,6,6,4,5,2,2
1260,SAR,64,Female,"College degree, bachelor, master",Up to 9 years of school,Argentina,2,26,5,5,5,5,6,35,6,6,6,6,6,5,5
1261,SAR,62,Male,"Some College, short continuing education or equivalent",College degree,Argentina,2,24,4,5,5,5,5,26,5,5,5,2,4,5,5
1262,SAR,64,Female,"College degree, bachelor, master",Some College or equivalent,Argentina,1,28,5,6,5,6,6,26,6,6,6,1,5,2,2
1263,SAR,60,Female,"Some College, short continuing education or equivalent",Up to 12 years of school,Argentina,1,27,4,6,5,6,6,29,6,6,6,2,6,3,3
1264,SAR,36,Female,Up to 12 years of school,Up to 6 years of school,Argentina,1,26,5,6,5,6,4,29,5,6,5,6,5,2,2
1265,SME,52,Female,"College degree, bachelor, master",Up to 6 years of school,Panama,2,20,5,5,5,NA,5,29,5,5,5,2,6,6,6
1266,SAR,51,Female,"College degree, bachelor, master",Up to 12 years of school,Argentina,1,25,4,6,5,5,5,27,6,6,6,1,6,2,2
1267,SME,46,Female,PhD/Doctorate,PhD/Doctorate,Panama,5,29,6,6,6,5,6,31,6,6,6,4,5,4,4
1268,SAR,44,Male,"Some College, short continuing education or equivalent",None,Argentina,1,25,5,5,5,5,5,21,1,5,5,2,6,2,2
1269,LT,21,Female,"College degree, bachelor, master",College degree,Lithuania,2,26,5,6,5,6,4,28,6,4,5,4,5,4,4
1270,SAR,55,Female,"Some College, short continuing education or equivalent",College degree,Argentina,1,13,1,3,3,3,3,28,5,5,6,2,5,5,5
1271,SK,50,Female,"College degree, bachelor, master",College degree,Slovakia,NA,29,5,6,6,6,6,26,5,6,6,2,4,3,3
1272,FR,25,Male,"Some College, short continuing education or equivalent",Up to 12 years of school,France,0,26,4,6,4,6,6,23,3,6,6,1,5,2,2
1273,SME,54,Female,"College degree, bachelor, master",Up to 12 years of school,Panama,NA,27,4,6,5,6,6,24,4,6,6,2,4,2,2
1274,SAR,40,Female,"Some College, short continuing education or equivalent",Up to 12 years of school,Argentina,0,26,5,5,5,6,5,32,6,6,5,5,5,5,5
1276,LT,30,Female,"Some College, short continuing education or equivalent",Up to 12 years of school,Lithuania,0,20,1,5,4,4,6,24,6,4,5,4,4,1,1
1277,SAR,47,Female,"Some College, short continuing education or equivalent",Up to 12 years of school,Argentina,NA,24,5,5,5,5,4,27,5,5,5,5,2,5,5
1278,SAR,42,Female,"Some College, short continuing education or equivalent",Up to 12 years of school,Argentina,1,29,5,6,6,6,6,26,6,6,6,1,5,2,2
1279,SME,26,Female,"College degree, bachelor, master",College degree,Mexico,2,26,5,6,5,5,5,25,4,6,5,2,3,5,5
1280,RO,34,Female,Up to 12 years of school,Up to 12 years of school,Romania,0,28,4,6,6,6,6,26,5,5,4,2,4,6,6
1281,LT,63,Male,Up to 12 years of school,Some College or equivalent,Lithuania,2,27,6,5,6,5,5,26,6,6,6,2,4,2,2
1282,SME,66,Female,PhD/Doctorate,Up to 12 years of school,Panama,NA,16,6,NA,5,NA,5,11,4,NA,NA,4,3,NA,NA
1283,SAR,43,Female,"Some College, short continuing education or equivalent",None,Argentina,6,15,4,3,3,3,2,22,5,3,5,4,2,3,3
1284,SAR,66,Female,"College degree, bachelor, master",Up to 6 years of school,Argentina,0,30,6,6,6,6,6,21,1,5,4,4,5,2,2
1285,SAR,46,Female,"Some College, short continuing education or equivalent",Up to 12 years of school,Argentina,1,17,4,4,3,5,1,18,5,5,1,3,2,2,2
1286,LT,57,Female,"College degree, bachelor, master",Up to 12 years of school,Lithuania,1,25,5,5,5,5,5,29,6,6,6,4,4,3,3
1287,SAR,70,Female,"College degree, bachelor, master",None,Argentina,1,26,4,6,6,5,5,25,6,6,4,3,5,1,1
1288,SAR,63,Female,PhD/Doctorate,Some College or equivalent,Argentina,1,18,4,4,3,4,3,30,6,5,6,5,4,4,4
1289,SAR,69,Male,"College degree, bachelor, master",Up to 12 years of school,Argentina,1,30,6,6,6,6,6,25,6,6,6,1,5,1,1
1290,LT,33,Female,PhD/Doctorate,College degree,Lithuania,NA,21,4,5,5,6,1,28,5,6,6,2,5,4,4
1291,SAR,38,Female,Up to 12 years of school,Up to 6 years of school,Argentina,1,24,4,5,5,5,5,21,6,5,5,2,3,NA,NA
1292,SME,35,Female,PhD/Doctorate,College degree,Panama,2,22,4,6,5,3,4,25,5,5,5,3,5,2,2
1293,SME,50,Female,"College degree, bachelor, master",Up to 9 years of school,Mexico,0,29,6,6,5,6,6,34,6,6,6,6,4,6,6
1294,SK,46,Female,Up to 12 years of school,Up to 9 years of school,Slovakia,1,22,4,4,4,5,5,23,4,4,4,4,4,3,3
1297,FR,26,Male,"College degree, bachelor, master",Some College or equivalent,France,2,21,2,4,4,5,6,27,6,5,6,4,5,1,1
1298,BS,44,Male,Up to 12 years of school,Up to 6 years of school,Bosnia and Herzegovina,NA,16,4,3,3,3,3,22,4,5,3,2,4,4,4
1299,SK,40,Female,Up to 12 years of school,Up to 12 years of school,Slovakia,1,23,4,5,5,4,5,23,5,4,5,2,2,5,5
1301,BS,40,Female,Up to 12 years of school,Up to 12 years of school,Bosnia and Herzegovina,3,7,1,3,1,1,1,22,4,4,5,2,5,2,2
1302,SK,41,Female,"College degree, bachelor, master",Up to 12 years of school,Slovakia,2,15,3,3,3,3,3,27,4,6,6,3,4,4,4
1303,SAR,69,Female,"Some College, short continuing education or equivalent",Up to 12 years of school,Argentina,0,23,4,4,5,5,5,24,6,6,5,2,4,1,1
1304,SME,44,Male,PhD/Doctorate,College degree,Panama,1,20,5,6,5,3,1,22,5,5,5,4,1,2,2
1306,SME,26,NA,"College degree, bachelor, master",College degree,Panama,NA,26,6,5,5,5,5,29,5,6,5,5,3,5,5
1307,SAR,80,Female,"College degree, bachelor, master",Up to 9 years of school,Argentina,1,12,4,4,4,NA,NA,28,6,5,5,4,5,3,3
1309,SME,66,Female,"College degree, bachelor, master",Up to 12 years of school,Panama,3,30,6,6,6,6,6,28,6,6,6,6,3,1,1
1310,LT,78,Female,"College degree, bachelor, master",None,Lithuania,NA,20,5,NA,5,5,5,27,5,6,6,4,3,3,3
1311,SAR,59,Male,PhD/Doctorate,PhD/Doctorate,Argentina,4,25,4,5,5,6,5,28,6,6,5,4,4,3,3
1312,SAR,32,Female,"College degree, bachelor, master",Up to 12 years of school,Argentina,1,28,6,6,6,6,4,24,6,6,5,3,3,1,1
1313,SK,70,Female,"Some College, short continuing education or equivalent",Up to 9 years of school,Slovakia,1,18,2,3,4,4,5,25,6,5,5,2,4,3,3
1314,SME,67,Female,"College degree, bachelor, master",College degree,Panama,3,20,NA,5,5,5,5,23,4,6,6,1,5,1,1
1315,LT,29,Male,"College degree, bachelor, master",Up to 12 years of school,Lithuania,NA,25,5,5,5,5,5,30,5,6,6,3,4,6,6
1316,SK,34,Female,"College degree, bachelor, master",Some College or equivalent,Slovakia,NA,19,2,3,2,6,6,27,5,6,5,2,5,4,4
1318,SAR,37,Female,"College degree, bachelor, master",Some College or equivalent,Argentina,0,5,NA,5,NA,NA,NA,22,4,6,5,5,1,1,1
1319,SAR,38,Female,"College degree, bachelor, master",Up to 12 years of school,Argentina,1,10,2,2,2,2,2,25,5,4,5,2,5,4,4
1320,SME,56,Female,"College degree, bachelor, master",Up to 12 years of school,Panama,0,30,6,6,6,6,6,28,5,6,6,1,4,6,6
1321,LT,57,Female,"Some College, short continuing education or equivalent",Some College or equivalent,Lithuania,NA,27,5,5,5,6,6,26,5,6,6,1,2,6,6
1322,SME,43,Male,"College degree, bachelor, master",College degree,Panama,3,28,5,6,6,6,5,33,6,6,6,4,5,6,6
1323,SAR,62,Female,"Some College, short continuing education or equivalent",Up to 9 years of school,Argentina,1,14,6,1,1,5,1,33,6,6,5,5,6,5,5
1324,FI,41,Male,"Some College, short continuing education or equivalent",Up to 6 years of school,Finland,0,27,3,6,6,6,6,25,6,5,4,4,5,1,1
1326,SME,39,Female,PhD/Doctorate,Up to 12 years of school,Panama,2,26,5,6,5,5,5,27,6,6,6,2,4,3,3
1327,SME,53,Male,PhD/Doctorate,Up to 6 years of school,Panama,3,3,2,NA,NA,1,NA,19,NA,4,4,3,3,5,5
1328,SME,36,Female,"College degree, bachelor, master",Some College or equivalent,Panama,2,28,6,6,6,5,5,31,6,6,6,2,6,5,5
1329,LT,63,Female,"College degree, bachelor, master",Up to 9 years of school,Lithuania,NA,20,4,4,4,4,4,23,4,4,4,3,4,4,4
1330,SAR,56,Female,"College degree, bachelor, master",Some College or equivalent,Argentina,1,30,6,6,6,6,6,27,6,6,6,1,6,2,2
1331,SK,45,Female,"College degree, bachelor, master",Some College or equivalent,Slovakia,NA,21,4,4,4,4,5,24,5,5,5,2,5,2,2
1332,SME,43,Female,"Some College, short continuing education or equivalent",NA,Panama,NA,27,5,5,5,6,6,33,6,6,6,5,6,4,4
1334,SAR,46,Female,"Some College, short continuing education or equivalent",Up to 12 years of school,Argentina,1,18,4,1,1,6,6,28,6,6,6,2,6,2,2
1336,RU,50,Female,"Some College, short continuing education or equivalent",Some College or equivalent,Lithuania,NA,24,5,5,5,5,4,26,5,6,5,2,4,4,4
1337,LT,57,Female,PhD/Doctorate,Up to 12 years of school,Lithuania,0,20,4,4,4,4,4,28,6,6,5,4,5,2,2
1338,LT,48,Male,"College degree, bachelor, master",College degree,Lithuania,0,21,3,4,4,5,5,24,5,4,5,4,4,2,2
1339,SK,42,Female,"College degree, bachelor, master",Up to 12 years of school,Slovakia,1,25,5,5,5,5,5,29,6,6,6,1,6,4,4
1340,SME,40,Female,PhD/Doctorate,College degree,Panama,4,20,5,5,4,4,2,26,2,6,6,4,4,4,4
1341,SR,57,Female,"Some College, short continuing education or equivalent",Some College or equivalent,Serbia,NA,22,3,4,4,6,5,29,6,6,6,5,4,2,2
1342,SAR,78,Female,None,None,Argentina,1,16,3,4,3,3,3,29,6,6,6,5,4,2,2
1343,LT,42,Male,"Some College, short continuing education or equivalent",College degree,Lithuania,NA,6,1,1,1,2,1,22,6,6,3,1,5,1,1
1344,SAR,59,Female,"College degree, bachelor, master",College degree,Argentina,1,26,4,6,6,5,5,18,6,1,1,2,3,5,5
1345,SV,60,Female,PhD/Doctorate,Up to 6 years of school,Sweden,1,23,2,6,5,5,5,25,6,6,6,1,4,2,2
1346,SAR,51,Female,"College degree, bachelor, master",College degree,Argentina,1,28,6,6,6,5,5,17,NA,6,6,1,2,2,2
1347,SAR,30,Female,"College degree, bachelor, master",College degree,Argentina,1,30,6,6,6,6,6,29,6,6,6,NA,5,6,6
1349,SAR,43,Female,"Some College, short continuing education or equivalent",Up to 12 years of school,Argentina,0,27,5,5,5,6,6,12,6,1,1,1,2,1,1
1350,NL,61,Female,"College degree, bachelor, master",Up to 12 years of school,Netherlands,1,20,2,4,2,6,6,24,6,6,6,1,3,2,2
1351,SAR,29,Female,Up to 12 years of school,None,Argentina,1,25,5,5,5,5,5,29,5,6,5,6,5,2,2
1352,SAR,52,Female,PhD/Doctorate,Some College or equivalent,Argentina,0,17,4,4,4,1,4,25,5,6,6,1,5,2,2
1354,SAR,56,Female,None,Up to 12 years of school,Argentina,3,29,5,6,6,6,6,28,6,6,6,3,6,1,1
1356,SK,38,Female,"College degree, bachelor, master",College degree,Slovakia,1,25,5,5,5,5,5,23,4,5,5,2,4,3,3
1357,SK,65,Female,Up to 12 years of school,Up to 9 years of school,Slovakia,0,19,6,NA,4,4,5,32,6,6,6,5,5,4,4
1359,SAR,60,Male,NA,NA,Argentina,1,29,6,6,6,6,5,30,5,6,5,5,5,4,4
1360,SME,55,Female,Up to 9 years of school,Some College or equivalent,Colombia,7,3,3,NA,NA,NA,NA,11,NA,NA,5,6,NA,NA,NA
1362,SAR,57,Female,"Some College, short continuing education or equivalent",College degree,Argentina,0,27,6,5,5,6,5,27,6,6,6,2,5,2,2
1364,LT,54,Female,NA,College degree,Lithuania,NA,28,5,6,5,6,6,30,5,6,6,2,6,5,5
1365,SME,50,Female,"College degree, bachelor, master",Up to 6 years of school,Mexico,2,30,6,6,6,6,6,24,4,6,6,1,3,4,4
1366,EN,31,Female,"College degree, bachelor, master",Up to 6 years of school,United States,0,30,6,6,6,6,6,25,6,6,6,2,3,2,2
1367,LT,56,Female,"College degree, bachelor, master",College degree,Lithuania,0,24,4,5,5,5,5,25,6,5,6,1,5,2,2
1368,EN,88,Male,"College degree, bachelor, master",Some College or equivalent,United Kingdom,0,21,5,4,4,4,4,27,5,5,5,5,4,3,3
1369,SK,58,Female,PhD/Doctorate,NA,Slovakia,0,9,2,2,2,1,2,31,6,6,6,6,4,3,3
1370,NL,54,Female,"College degree, bachelor, master",Some College or equivalent,Netherlands,NA,10,2,2,2,2,2,16,5,2,3,2,3,1,1
1371,EN,59,Female,"College degree, bachelor, master",Some College or equivalent,United Kingdom,2,21,3,4,4,5,5,32,6,6,6,6,6,2,2
1372,SAR,38,Female,"Some College, short continuing education or equivalent",Up to 12 years of school,Argentina,4,19,4,6,4,4,1,26,5,5,5,2,4,5,5
1373,LT,50,Female,"College degree, bachelor, master",College degree,Lithuania,0,16,6,NA,NA,5,5,26,5,5,6,2,3,5,5
1374,LT,28,Male,"College degree, bachelor, master",College degree,Lithuania,NA,24,4,5,4,5,6,29,6,6,6,3,4,4,4
1375,SK,68,Female,"College degree, bachelor, master",Up to 12 years of school,Slovakia,0,20,4,4,4,4,4,23,5,5,5,3,4,1,1
1376,LT,54,Female,"College degree, bachelor, master",Up to 9 years of school,Lithuania,2,25,5,5,5,5,5,26,5,6,6,4,4,1,1
1377,LT,64,Female,"Some College, short continuing education or equivalent",Some College or equivalent,Germany,NA,5,1,1,1,1,1,28,6,6,4,6,5,1,1
1378,LT,65,Male,"College degree, bachelor, master",Up to 12 years of school,Lithuania,NA,18,4,4,3,4,3,24,5,5,5,2,5,2,2
1379,LT,60,Female,"College degree, bachelor, master",Up to 9 years of school,Lithuania,NA,22,4,4,4,5,5,24,5,5,4,3,4,3,3
1380,LT,35,Male,"College degree, bachelor, master",College degree,Lithuania,NA,13,2,2,2,5,2,24,6,5,5,3,4,1,1
1381,LT,26,Female,"College degree, bachelor, master",College degree,Lithuania,NA,16,1,4,3,3,5,22,5,3,4,4,2,4,4
1382,SAR,38,Female,"Some College, short continuing education or equivalent",Up to 12 years of school,Argentina,1,26,5,6,4,6,5,23,3,6,6,3,3,2,2
1383,SK,24,Female,"College degree, bachelor, master",College degree,Slovakia,1,18,2,2,3,5,6,25,5,6,6,2,4,2,2
1384,FR,61,Female,"College degree, bachelor, master",Up to 6 years of school,Belgium,1,25,5,5,5,5,5,25,5,5,5,4,4,2,2
1386,LT,29,Female,PhD/Doctorate,Some College or equivalent,Lithuania,NA,25,5,5,5,5,5,30,6,6,5,5,3,5,5
1389,LT,69,Female,"College degree, bachelor, master",College degree,Lithuania,1,25,5,5,5,5,5,27,6,6,6,1,6,2,2
1390,LT,48,Male,"College degree, bachelor, master",Some College or equivalent,Lithuania,NA,23,5,5,4,5,4,26,6,6,6,2,5,1,1
1391,LT,43,Male,"College degree, bachelor, master",College degree,Lithuania,NA,11,2,3,2,2,2,29,6,6,6,1,5,5,5
1392,LT,60,Female,NA,Some College or equivalent,Lithuania,NA,21,4,4,3,5,5,24,5,4,6,2,5,2,2
1393,SK,26,Female,"College degree, bachelor, master",College degree,Slovakia,NA,19,2,3,3,6,5,25,5,6,6,1,4,3,3
1394,LT,24,Male,"College degree, bachelor, master",College degree,Lithuania,3,23,3,4,4,6,6,24,6,5,4,4,3,2,2
1396,LT,56,Male,"College degree, bachelor, master",College degree,Lithuania,NA,24,5,5,5,4,5,22,2,4,5,5,5,1,1
1397,LT,47,Male,"College degree, bachelor, master",Some College or equivalent,Lithuania,2,15,2,3,3,3,4,18,1,5,5,2,4,1,1
1398,LT,45,Male,"College degree, bachelor, master",Up to 6 years of school,Lithuania,NA,19,6,1,4,4,4,33,6,6,6,5,5,5,5
1399,SK,63,Female,"College degree, bachelor, master",Some College or equivalent,Slovakia,1,15,2,3,3,4,3,11,5,6,NA,NA,NA,NA,NA
1400,LT,24,Female,"Some College, short continuing education or equivalent",NA,Lithuania,NA,25,4,5,6,5,5,31,6,6,6,3,6,4,4
1401,LT,56,Female,"College degree, bachelor, master",College degree,Lithuania,1,24,4,5,5,5,5,24,6,5,6,2,4,1,1
1402,LT,83,Female,"College degree, bachelor, master",NA,Lithuania,1,30,6,6,6,6,6,18,4,4,3,3,3,1,1
1403,LT,60,Female,"College degree, bachelor, master",Up to 9 years of school,Lithuania,NA,16,2,3,3,4,4,19,5,4,3,2,4,1,1
1404,LT,58,Female,"College degree, bachelor, master",College degree,United Kingdom,1,13,4,NA,4,NA,5,28,5,5,5,5,4,4,4
1405,LT,49,Female,"College degree, bachelor, master",College degree,Lithuania,NA,27,5,5,5,6,6,27,6,5,5,5,2,4,4
1406,LT,57,Male,"College degree, bachelor, master",College degree,Lithuania,NA,27,5,6,5,6,5,28,6,6,6,3,3,4,4
1407,LT,32,Female,"College degree, bachelor, master",Up to 12 years of school,Germany,NA,25,5,5,5,5,5,28,5,6,5,2,5,5,5
1408,LT,53,Female,"College degree, bachelor, master",College degree,Norway,NA,25,5,6,5,4,5,29,5,6,6,5,3,4,4
1409,LT,38,Male,"Some College, short continuing education or equivalent",Up to 12 years of school,Lithuania,NA,17,2,3,3,4,5,25,5,6,5,5,3,1,1
1410,LT,62,Female,"College degree, bachelor, master",Up to 12 years of school,Lithuania,0,22,4,4,4,5,5,24,5,5,5,2,5,2,2
1411,LT,58,Female,"College degree, bachelor, master",College degree,Lithuania,NA,25,4,4,5,6,6,22,6,5,5,1,4,1,1
1412,LT,63,Male,"College degree, bachelor, master",Up to 6 years of school,Lithuania,NA,12,2,2,2,2,4,22,5,4,5,2,5,1,1
1413,LT,59,Male,"College degree, bachelor, master",Up to 6 years of school,Lithuania,NA,23,3,5,5,5,5,26,5,5,4,5,6,1,1
1414,LT,25,Male,"College degree, bachelor, master",Some College or equivalent,Lithuania,NA,18,3,5,3,4,3,24,5,5,5,6,1,2,2
1415,LT,49,Male,"College degree, bachelor, master",College degree,Lithuania,1,24,4,5,5,5,5,26,5,6,6,2,3,4,4
1416,LT,60,Female,"College degree, bachelor, master",Some College or equivalent,Lithuania,NA,25,5,5,5,5,5,23,5,5,5,3,3,2,2
1417,LT,29,Male,"College degree, bachelor, master",NA,Lithuania,NA,20,4,4,4,4,4,25,5,5,5,1,5,4,4
1418,LT,70,Male,"College degree, bachelor, master",NA,Lithuania,NA,22,3,6,4,5,4,27,5,6,6,3,5,2,2
1419,LT,30,Male,"College degree, bachelor, master",College degree,Lithuania,NA,13,2,2,2,2,5,27,5,5,5,5,5,2,2
1420,EN,44,Female,PhD/Doctorate,Up to 12 years of school,United Kingdom,1,25,5,5,5,5,5,27,6,6,6,3,3,3,3
1421,LT,65,Female,"College degree, bachelor, master",College degree,Lithuania,1,22,4,4,4,5,5,25,5,6,6,2,5,1,1
1422,LT,61,Female,"College degree, bachelor, master",Up to 6 years of school,Lithuania,NA,13,2,2,2,2,5,24,5,5,5,2,4,3,3
1423,LT,61,Female,"College degree, bachelor, master",Up to 6 years of school,Lithuania,0,25,5,5,5,5,5,28,6,6,6,4,4,2,2
1424,LT,24,Male,"College degree, bachelor, master",College degree,Lithuania,NA,25,5,5,5,5,5,26,5,5,5,3,4,4,4
1425,LT,67,Female,"College degree, bachelor, master",Up to 12 years of school,Lithuania,0,26,5,5,5,6,5,30,4,6,6,5,6,3,3
1426,LT,47,Male,"College degree, bachelor, master",College degree,Lithuania,NA,18,3,4,3,4,4,27,6,5,6,2,4,4,4
1427,SK,60,Female,Up to 12 years of school,Up to 9 years of school,Slovakia,10,22,4,4,4,5,5,25,5,5,5,2,4,4,4
1428,LT,31,Female,"College degree, bachelor, master",College degree,Lithuania,NA,22,4,6,5,1,6,24,6,6,6,1,1,4,4
1430,SK,50,Female,"College degree, bachelor, master",Up to 12 years of school,Slovakia,0,12,3,NA,4,NA,5,25,4,4,6,4,3,4,4
1431,LT,35,Male,"College degree, bachelor, master",College degree,Lithuania,NA,23,4,5,4,5,5,25,5,5,5,2,4,4,4
1432,SAR,50,Female,"Some College, short continuing education or equivalent",Up to 9 years of school,Argentina,2,25,5,5,5,5,5,26,3,5,5,5,4,4,4
1433,SAR,27,Female,"College degree, bachelor, master",Up to 12 years of school,Argentina,3,20,1,6,5,5,3,18,6,4,4,2,1,1,1
1435,EN,68,Female,"College degree, bachelor, master",Up to 12 years of school,Slovakia,0,26,5,5,5,5,6,22,5,5,2,NA,5,5,5
1436,SAR,47,Female,"Some College, short continuing education or equivalent",Up to 12 years of school,Argentina,2,30,6,6,6,6,6,24,5,5,5,3,4,2,2
1437,SAR,61,Male,Up to 12 years of school,Up to 6 years of school,Argentina,1,19,5,5,5,2,2,25,5,5,5,2,5,3,3
1438,FR,60,Male,Up to 9 years of school,None,France,0,5,1,1,1,1,1,20,5,5,5,2,1,2,2
1439,SAR,56,Female,"College degree, bachelor, master",NA,Argentina,NA,16,4,4,4,2,2,28,4,5,5,4,5,5,5
1440,FI,39,Male,"College degree, bachelor, master",Some College or equivalent,Finland,NA,16,1,2,2,6,5,26,5,4,4,6,5,2,2
1441,SAR,31,Female,"College degree, bachelor, master",College degree,Argentina,2,26,5,6,5,5,5,28,6,6,6,3,5,2,2
1443,SAR,39,Female,"College degree, bachelor, master",Some College or equivalent,Argentina,1,25,5,5,5,5,5,28,5,5,5,3,5,5,5
1444,SAR,65,Male,Up to 6 years of school,Up to 6 years of school,Argentina,0,23,4,4,4,5,6,28,5,6,6,1,6,4,4
1445,SAR,52,Female,"College degree, bachelor, master",Up to 9 years of school,Argentina,1,28,4,6,6,6,6,24,5,6,6,1,5,1,1
1447,SAR,38,Female,Up to 12 years of school,Up to 12 years of school,Argentina,1,18,2,2,4,5,5,16,4,5,3,1,2,1,1
1448,SME,38,Male,"College degree, bachelor, master",Some College or equivalent,Panama,5,26,4,6,6,5,5,32,6,6,6,5,5,4,4
1450,SAR,60,Female,"Some College, short continuing education or equivalent",Up to 12 years of school,Argentina,2,26,5,6,6,5,4,25,5,5,5,3,5,2,2
1451,SAR,37,Female,PhD/Doctorate,Some College or equivalent,Argentina,3,30,6,6,6,6,6,30,6,6,5,5,5,3,3
1452,SAR,34,Female,"Some College, short continuing education or equivalent",Up to 6 years of school,Argentina,2,25,5,6,4,5,5,26,6,5,4,5,5,1,1
1453,SAR,47,Female,"Some College, short continuing education or equivalent",Some College or equivalent,Argentina,1,20,3,3,3,6,5,19,5,3,4,1,2,4,4
1454,SAR,22,Female,"Some College, short continuing education or equivalent",College degree,Argentina,3,29,6,6,6,6,5,29,6,6,6,1,4,6,6
1455,SAR,46,Female,"College degree, bachelor, master",Some College or equivalent,Argentina,3,15,3,3,3,3,3,23,3,5,5,3,5,2,2
1457,SAR,46,Female,"Some College, short continuing education or equivalent",Up to 12 years of school,Argentina,1,21,1,5,5,5,5,25,6,6,6,1,1,5,5
1458,SME,44,Male,"College degree, bachelor, master",College degree,Chile,1,24,6,5,4,5,4,26,5,4,4,4,4,5,5
1459,SAR,28,Female,PhD/Doctorate,Some College or equivalent,Argentina,1,23,6,6,4,5,2,28,6,5,6,6,4,1,1
1462,SAR,58,Female,"Some College, short continuing education or equivalent",Up to 9 years of school,Argentina,2,26,4,6,5,6,5,29,6,6,6,2,6,3,3
1464,SAR,43,Female,"College degree, bachelor, master",Some College or equivalent,Argentina,1,23,4,6,4,4,5,27,6,6,6,3,4,2,2
1465,SAR,66,Female,"College degree, bachelor, master",Up to 9 years of school,Argentina,0,25,1,6,6,6,6,32,5,6,6,6,5,4,4
1466,SAR,62,Female,"Some College, short continuing education or equivalent",Up to 6 years of school,Argentina,0,30,6,6,6,6,6,28,6,5,6,1,5,5,5
1467,SAR,34,Female,"Some College, short continuing education or equivalent",Some College or equivalent,Argentina,1,22,6,4,3,5,4,27,6,6,6,2,5,2,2
1468,SK,68,Female,"College degree, bachelor, master",Up to 12 years of school,Slovakia,1,15,3,3,3,3,3,25,5,6,6,2,5,1,1
1469,SAR,21,Female,"Some College, short continuing education or equivalent",Up to 9 years of school,Argentina,0,25,5,5,5,6,4,23,6,5,5,1,5,1,1
1471,EN,31,Female,PhD/Doctorate,Some College or equivalent,United Kingdom,NA,30,6,6,6,6,6,23,1,5,5,4,5,3,3
1472,SAR,68,Male,"Some College, short continuing education or equivalent",Some College or equivalent,Argentina,3,25,5,5,5,5,5,25,5,5,6,2,5,2,2
1473,SAR,26,Female,Up to 12 years of school,Up to 6 years of school,Argentina,1,29,5,6,6,6,6,27,5,5,5,2,6,4,4
1474,SAR,40,Female,"College degree, bachelor, master",College degree,Argentina,2,29,6,6,6,6,5,21,5,5,5,2,2,2,2
1475,SAR,63,Male,PhD/Doctorate,Up to 6 years of school,Argentina,2,9,1,2,2,2,2,26,5,5,1,5,4,6,6
1476,EN,39,Female,"Some College, short continuing education or equivalent",Up to 6 years of school,Malaysia,4,30,6,6,6,6,6,25,6,5,6,1,5,2,2
