ID,UserLanguage,Age,Gender,Educ,Educ_Mom,Country,Isolation,COVID_Concerns,Corona_concerns_1,Corona_concerns_2,Corona_concerns_3,Corona_concerns_4,Corona_concerns_5,COVID_Compliance,Compliance_1,Compliance_2,Compliance_3,Compliance_4,Compliance_5,Compliance_6,Compliance_6
474,BG,50,Male,"Some College, short continuing education or equivalent",Up to 12 years of school,Bulgaria,NA,12,1,1,1,4,5,12,1,2,2,3,1,3,3
475,SME,62,Male,"College degree, bachelor, master",Up to 12 years of school,Mexico,4,25,5,5,5,5,5,24,5,5,5,3,4,2,2
476,SME,22,Female,"College degree, bachelor, master",Up to 9 years of school,Mexico,3,21,4,5,5,4,3,30,5,5,6,5,4,5,5
477,SME,25,Male,"College degree, bachelor, master",College degree,Mexico,4,20,4,5,5,2,4,16,3,3,3,2,3,2,2
478,SME,28,Female,PhD/Doctorate,College degree,Mexico,1,24,4,6,6,5,3,20,5,5,5,3,1,1,1
479,SME,28,Female,PhD/Doctorate,Up to 12 years of school,Mexico,0,23,5,6,5,5,2,19,6,4,2,2,3,2,2
482,SME,34,Female,"College degree, bachelor, master",College degree,Mexico,1,30,6,6,6,6,6,26,4,6,6,2,6,2,2
483,FI,46,Female,"College degree, bachelor, master",Up to 12 years of school,Finland,NA,25,4,5,4,6,6,25,5,5,4,5,5,1,1
484,SME,51,Female,"College degree, bachelor, master",College degree,Panama,0,29,5,6,6,6,6,24,4,6,6,4,2,2,2
485,SME,27,Male,"College degree, bachelor, master",College degree,Mexico,3,26,6,6,6,4,4,23,5,5,5,2,2,4,4
486,SSP,63,Male,"College degree, bachelor, master",Up to 12 years of school,Panama,0,23,2,6,5,5,5,24,6,3,5,1,4,5,5
487,SME,29,Female,"College degree, bachelor, master",Some College or equivalent,Mexico,1,27,6,6,5,5,5,22,6,6,6,1,2,1,1
488,SME,40,Male,PhD/Doctorate,Some College or equivalent,Mexico,1,21,4,4,4,5,4,24,5,6,6,2,2,3,3
490,SME,42,Male,"College degree, bachelor, master",College degree,Mexico,1,21,5,5,4,4,3,23,6,4,3,5,2,3,3
491,EN,28,Female,"College degree, bachelor, master",College degree,Sweden,0,29,5,6,6,6,6,25,4,5,4,5,2,5,5
492,SV,68,Female,"College degree, bachelor, master",Up to 6 years of school,Sweden,1,30,6,6,6,6,6,33,6,6,6,6,4,5,5
493,BG,29,Female,"College degree, bachelor, master",College degree,Bulgaria,2,4,NA,NA,NA,NA,4,19,4,4,4,4,2,1,1
494,EN,35,Female,"College degree, bachelor, master",Some College or equivalent,Sweden,1,18,1,4,1,6,6,25,6,6,5,2,2,4,4
495,EN,37,Female,"College degree, bachelor, master",Up to 12 years of school,Sweden,1,28,6,6,6,5,5,25,6,6,6,2,1,4,4
496,SME,38,Male,Up to 12 years of school,Up to 9 years of school,Mexico,1,28,6,6,5,5,6,26,6,6,5,2,5,2,2
497,SME,48,Female,Up to 12 years of school,Up to 6 years of school,Mexico,4,25,5,5,5,5,5,24,5,5,5,2,5,2,2
498,EN,20,Female,"College degree, bachelor, master",Up to 12 years of school,United Kingdom,NA,25,4,5,4,6,6,23,5,6,4,5,2,1,1
499,SME,47,Female,PhD/Doctorate,Some College or equivalent,Panama,3,21,NA,6,5,5,5,28,4,6,6,4,4,4,4
500,BG,50,Female,Up to 12 years of school,Up to 12 years of school,Bulgaria,1,9,1,2,2,2,2,19,4,3,4,4,3,1,1
502,BG,56,Female,"College degree, bachelor, master",College degree,Bulgaria,0,25,5,5,5,5,5,26,5,5,5,5,4,2,2
505,EN,20,Female,"College degree, bachelor, master",Up to 6 years of school,United Kingdom,3,19,4,4,4,4,3,18,4,4,4,2,2,2,2
506,EN,21,Female,"College degree, bachelor, master",None,United Kingdom,2,25,5,5,5,5,5,25,5,4,4,4,4,4,4
507,EN,20,Female,"Some College, short continuing education or equivalent",Some College or equivalent,United Kingdom,2,22,4,5,5,4,4,21,3,5,5,2,3,3,3
508,EN,21,Female,"Some College, short continuing education or equivalent",Some College or equivalent,United Kingdom,NA,22,2,4,5,5,6,17,4,5,2,4,1,1,1
509,EN,20,Female,"College degree, bachelor, master",None,United Kingdom,3,25,5,5,5,5,5,26,4,5,5,3,4,5,5
510,LT,45,Female,"College degree, bachelor, master",Some College or equivalent,Lithuania,NA,24,5,5,5,5,4,24,6,5,5,2,4,2,2
512,SME,42,Female,"College degree, bachelor, master",None,Mexico,1,24,6,6,1,6,5,21,5,5,5,2,2,2,2
513,SME,51,Female,PhD/Doctorate,Up to 12 years of school,Mexico,1,24,5,6,4,4,5,26,6,3,3,4,5,5,5
514,SME,33,Female,"College degree, bachelor, master",Some College or equivalent,Mexico,1,30,6,6,6,6,6,32,5,6,5,6,5,5,5
515,SME,41,Male,Up to 12 years of school,Some College or equivalent,Ecuador,0,21,4,5,4,4,4,26,5,6,5,2,3,5,5
517,EN,38,Male,"College degree, bachelor, master",College degree,Morocco,2,30,6,6,6,6,6,23,6,6,5,1,1,4,4
518,RO,31,Female,"College degree, bachelor, master",College degree,Romania,1,23,4,5,4,5,5,29,5,6,6,4,4,4,4
519,SAR,62,Female,"College degree, bachelor, master",Up to 9 years of school,Argentina,4,30,6,6,6,6,6,33,6,6,6,6,6,3,3
520,SME,62,Female,PhD/Doctorate,College degree,Mexico,1,29,5,6,6,6,6,26,5,6,6,4,4,1,1
521,SME,42,Female,PhD/Doctorate,Some College or equivalent,Mexico,1,25,5,5,5,5,5,25,5,6,6,2,4,2,2
522,SME,27,Female,"College degree, bachelor, master",Up to 12 years of school,Mexico,0,28,6,6,6,5,5,26,5,5,5,3,4,4,4
524,SME,24,Male,"Some College, short continuing education or equivalent",Up to 12 years of school,Mexico,4,30,6,6,6,6,6,25,6,6,5,1,2,5,5
525,SAR,35,Female,"Some College, short continuing education or equivalent",Some College or equivalent,Argentina,1,14,1,4,4,5,NA,21,2,3,4,5,5,2,2
527,SAR,68,Female,"Some College, short continuing education or equivalent",Up to 12 years of school,Argentina,0,25,5,5,5,5,5,27,5,5,5,2,5,5,5
528,SME,41,Female,PhD/Doctorate,Up to 6 years of school,Mexico,2,17,2,4,1,5,5,21,5,5,6,1,2,2,2
529,BG,55,Female,"Some College, short continuing education or equivalent",Some College or equivalent,Bulgaria,1,13,1,1,1,4,6,26,5,6,4,6,3,2,2
531,SME,42,Female,None,Up to 12 years of school,Mexico,1,28,6,6,6,5,5,28,5,6,6,1,4,6,6
533,SAR,64,Female,"Some College, short continuing education or equivalent",None,Argentina,0,17,3,3,3,3,5,31,6,6,6,3,4,6,6
534,SAR,48,Female,NA,Up to 9 years of school,Argentina,4,25,5,6,5,5,4,26,5,5,5,2,5,4,4
537,BG,39,Female,"College degree, bachelor, master",College degree,Bulgaria,NA,22,4,5,5,4,4,22,4,4,5,2,3,4,4
538,BG,41,Female,"Some College, short continuing education or equivalent",Some College or equivalent,Bulgaria,0,29,6,5,6,6,6,30,6,6,6,2,6,4,4
539,BG,37,Male,"College degree, bachelor, master",College degree,Bulgaria,1,17,3,4,4,4,2,22,5,5,6,2,2,2,2
540,LT,38,Female,"Some College, short continuing education or equivalent",College degree,Ireland,1,21,3,5,3,5,5,17,6,3,4,1,2,1,1
541,SAR,34,Female,"Some College, short continuing education or equivalent",Up to 12 years of school,Argentina,2,22,3,5,5,5,4,27,6,6,6,4,3,2,2
542,SAR,28,Female,"College degree, bachelor, master",Some College or equivalent,Argentina,0,27,5,6,6,5,5,32,6,5,6,4,6,5,5
543,BG,33,Female,"Some College, short continuing education or equivalent",College degree,Bulgaria,1,12,1,1,4,3,3,22,5,4,5,2,4,2,2
544,BG,18,Female,"Some College, short continuing education or equivalent",College degree,Bulgaria,1,21,1,6,4,5,5,23,3,4,4,4,3,5,5
545,BG,57,Female,Up to 12 years of school,Up to 6 years of school,Bulgaria,1,19,3,5,3,4,4,26,5,5,5,4,3,4,4
546,EN,30,Male,"College degree, bachelor, master",Up to 12 years of school,Austria,2,30,6,6,6,6,6,27,4,6,6,5,2,4,4
547,FI,65,Female,"College degree, bachelor, master",None,Finland,1,27,4,6,5,6,6,24,5,6,5,2,5,1,1
548,BG,62,Female,Up to 12 years of school,Up to 12 years of school,Bahrain,0,21,4,5,4,4,4,17,4,3,4,2,3,1,1
549,BG,63,Female,"College degree, bachelor, master",Up to 12 years of school,Bulgaria,0,28,6,6,6,5,5,24,5,5,5,2,5,2,2
550,LT,30,Female,"College degree, bachelor, master",College degree,Lithuania,NA,29,5,6,6,6,6,27,5,6,6,1,3,6,6
551,BG,77,Male,"College degree, bachelor, master",Some College or equivalent,Bulgaria,1,25,5,5,5,5,5,27,5,5,5,4,3,5,5
552,SME,34,Male,"College degree, bachelor, master",Up to 12 years of school,Mexico,0,20,1,5,4,5,5,26,6,6,6,1,6,1,1
553,FI,29,Female,"College degree, bachelor, master",Some College or equivalent,Finland,1,26,5,6,5,5,5,25,5,5,5,4,4,2,2
554,LT,27,Female,"College degree, bachelor, master",College degree,Lithuania,1,14,1,4,3,2,4,21,6,4,3,2,2,4,4
555,LT,30,Female,PhD/Doctorate,College degree,Lithuania,3,27,6,6,5,5,5,28,4,6,6,4,4,4,4
556,LT,31,Female,"College degree, bachelor, master",College degree,Lithuania,0,25,4,6,4,6,5,27,6,6,5,2,5,3,3
558,SAR,22,Female,"Some College, short continuing education or equivalent",College degree,Argentina,0,27,5,6,6,5,5,20,2,5,5,6,1,1,1
559,SME,40,Male,PhD/Doctorate,PhD/Doctorate,Mexico,1,4,1,1,1,NA,1,19,3,6,1,1,2,6,6
560,SME,39,Male,"College degree, bachelor, master",Up to 12 years of school,Mexico,1,23,5,5,5,5,3,19,4,4,5,2,2,2,2
562,SME,30,Female,PhD/Doctorate,Up to 9 years of school,Mexico,0,27,6,6,5,5,5,24,5,4,6,2,3,4,4
563,BG,43,Female,"College degree, bachelor, master",Up to 12 years of school,Bulgaria,1,6,1,1,1,1,2,22,6,4,2,4,5,1,1
564,SME,62,Female,Up to 12 years of school,Some College or equivalent,Mexico,2,25,5,5,5,5,5,24,5,5,6,2,5,1,1
565,SAR,34,Female,"Some College, short continuing education or equivalent",Some College or equivalent,Argentina,1,18,3,4,2,4,5,25,5,4,6,2,5,3,3
566,SME,52,Female,"College degree, bachelor, master",Up to 12 years of school,Mexico,2,5,1,1,1,1,1,24,1,5,5,6,4,3,3
567,BG,57,Female,"College degree, bachelor, master",Up to 12 years of school,Bulgaria,0,24,3,6,6,4,5,25,6,6,6,1,5,1,1
568,BG,58,Female,Up to 12 years of school,Up to 9 years of school,Bulgaria,4,24,4,5,5,5,5,26,6,6,5,3,4,2,2
569,EN,35,Male,"Some College, short continuing education or equivalent",Up to 12 years of school,United States,0,5,1,1,1,1,1,15,4,5,2,1,1,2,2
571,SME,34,Female,"Some College, short continuing education or equivalent",Some College or equivalent,Mexico,3,28,6,6,6,5,5,23,6,6,6,1,1,3,3
572,SME,33,Male,"College degree, bachelor, master",Up to 12 years of school,Mexico,2,29,6,6,6,6,5,26,5,6,6,3,4,2,2
573,SME,23,Female,"College degree, bachelor, master",Up to 12 years of school,Mexico,2,30,6,6,6,6,6,26,5,5,6,4,2,4,4
574,SME,48,Female,"College degree, bachelor, master",College degree,Mexico,1,30,6,6,6,6,6,20,2,6,6,4,1,1,1
575,SME,27,Other/would rather not say,"College degree, bachelor, master",Up to 9 years of school,Mexico,3,28,6,6,5,6,5,31,6,6,5,4,4,6,6
576,SME,27,Male,"Some College, short continuing education or equivalent",Some College or equivalent,Mexico,1,30,6,6,6,6,6,20,5,4,5,1,1,4,4
577,LT,36,Male,PhD/Doctorate,Up to 12 years of school,Lithuania,1,25,5,5,5,5,5,29,4,5,5,5,5,5,5
578,SAR,60,Male,Up to 12 years of school,None,Argentina,3,14,NA,5,NA,5,4,22,4,3,5,3,5,2,2
579,SME,30,Female,"Some College, short continuing education or equivalent",College degree,Mexico,4,19,3,5,5,3,3,19,2,3,5,2,4,3,3
580,SME,27,Female,"College degree, bachelor, master",College degree,Mexico,1,30,6,6,6,6,6,25,6,5,6,2,2,4,4
581,SME,43,Female,"Some College, short continuing education or equivalent",Some College or equivalent,Mexico,0,25,5,5,5,5,5,23,5,5,5,2,4,2,2
582,SME,53,Female,PhD/Doctorate,College degree,Mexico,1,30,6,6,6,6,6,28,5,6,6,2,5,4,4
583,SAR,49,Female,"Some College, short continuing education or equivalent",Some College or equivalent,Argentina,8,26,6,6,3,6,5,17,NA,1,6,5,NA,5,5
585,SAR,29,Male,None,Up to 12 years of school,Argentina,2,15,3,3,3,3,3,25,4,4,3,6,4,4,4
586,SME,27,Female,"College degree, bachelor, master",Up to 12 years of school,Mexico,3,27,5,6,6,5,5,23,5,6,6,2,2,2,2
587,SAR,21,Female,"Some College, short continuing education or equivalent",College degree,Argentina,1,24,5,5,4,5,5,25,5,5,5,2,5,3,3
588,SME,19,Female,Up to 12 years of school,Up to 12 years of school,Mexico,3,20,3,6,4,4,3,27,6,6,6,4,2,3,3
589,BG,52,Female,Up to 12 years of school,Up to 12 years of school,Bulgaria,0,5,1,1,1,1,1,15,2,2,2,6,2,1,1
590,SME,31,Female,PhD/Doctorate,College degree,Mexico,1,27,5,6,6,5,5,30,6,6,6,2,5,5,5
592,SME,33,Male,"College degree, bachelor, master",College degree,Mexico,2,23,5,5,3,5,5,25,6,6,6,2,3,2,2
593,SAR,32,Female,"Some College, short continuing education or equivalent",Some College or equivalent,Argentina,2,25,4,6,5,5,5,18,5,6,NA,1,2,4,4
594,SME,36,Male,PhD/Doctorate,Up to 12 years of school,Mexico,1,26,6,6,4,5,5,22,5,5,6,2,2,2,2
595,SME,27,Female,PhD/Doctorate,College degree,Mexico,3,30,6,6,6,6,6,27,6,6,6,2,3,4,4
596,SAR,20,Female,"College degree, bachelor, master",College degree,Argentina,4,13,2,4,3,2,2,22,5,3,4,6,3,1,1
597,EN,35,Male,"College degree, bachelor, master",College degree,Morocco,0,22,4,4,4,5,5,32,6,6,6,5,6,3,3
598,SME,30,Male,PhD/Doctorate,Up to 12 years of school,Mexico,3,25,5,5,5,5,5,23,5,5,5,1,3,4,4
599,SME,50,Male,"College degree, bachelor, master",Up to 6 years of school,Mexico,1,23,6,6,4,4,3,26,5,6,6,2,2,5,5
601,SME,25,Female,"College degree, bachelor, master",College degree,Mexico,1,25,6,6,6,4,3,31,6,6,6,6,3,4,4
602,SAR,33,Female,Up to 12 years of school,None,Argentina,2,22,1,5,5,5,6,21,5,6,6,1,1,2,2
603,SME,26,Male,PhD/Doctorate,Up to 9 years of school,Mexico,0,27,6,6,6,5,4,20,6,5,6,1,1,1,1
605,SME,55,Female,Up to 12 years of school,Up to 9 years of school,Mexico,1,30,6,6,6,6,6,26,6,6,6,1,6,1,1
606,SME,41,Female,"College degree, bachelor, master",Up to 6 years of school,Mexico,9,25,5,5,5,5,5,26,5,5,6,5,1,4,4
607,SME,20,Male,"Some College, short continuing education or equivalent",College degree,Mexico,2,13,2,4,2,2,3,12,2,2,2,3,1,2,2
608,SAR,36,Female,"College degree, bachelor, master",College degree,Argentina,1,26,5,6,6,5,4,29,6,6,6,2,5,4,4
609,SAR,25,Female,"College degree, bachelor, master",Up to 12 years of school,Argentina,2,26,6,6,4,6,4,27,6,6,5,6,4,NA,NA
610,SAR,69,Female,PhD/Doctorate,Some College or equivalent,Argentina,0,29,5,6,6,6,6,21,5,6,5,1,2,2,2
611,SME,64,Male,PhD/Doctorate,Up to 9 years of school,Panama,4,25,5,5,5,5,5,28,5,5,5,5,4,4,4
612,SAR,67,Male,"College degree, bachelor, master",Some College or equivalent,Argentina,1,21,4,5,4,4,4,27,5,5,5,4,4,4,4
613,SAR,56,Male,"Some College, short continuing education or equivalent",Some College or equivalent,Argentina,1,25,5,5,5,5,5,28,6,5,6,2,5,4,4
614,SAR,24,Male,"Some College, short continuing education or equivalent",Up to 12 years of school,Argentina,1,18,3,6,4,3,2,23,5,5,5,3,2,3,3
616,SAR,44,Female,"Some College, short continuing education or equivalent",Up to 9 years of school,Argentina,3,29,6,6,6,6,5,29,6,6,6,1,4,6,6
618,SAR,67,Female,None,None,Argentina,1,30,6,6,6,6,6,28,2,6,6,5,6,3,3
620,SME,27,Male,"College degree, bachelor, master",Up to 12 years of school,Mexico,0,27,6,6,5,5,5,25,5,6,6,3,3,2,2
621,SME,18,Male,Up to 12 years of school,Up to 12 years of school,Mexico,2,20,1,6,6,5,2,21,4,5,6,1,1,4,4
622,SAR,45,Female,Up to 12 years of school,Up to 6 years of school,Argentina,NA,25,5,5,5,5,5,29,5,5,5,5,5,4,4
623,SAR,52,Female,"College degree, bachelor, master",Up to 12 years of school,Argentina,0,28,5,6,6,6,5,25,5,6,6,2,4,2,2
624,SME,54,Female,"Some College, short continuing education or equivalent",Up to 6 years of school,Mexico,0,9,2,NA,3,NA,4,23,2,6,6,3,4,2,2
625,SAR,51,Male,Up to 9 years of school,Up to 6 years of school,Argentina,1,22,4,6,4,4,4,33,6,6,6,3,6,6,6
626,SME,26,Male,"College degree, bachelor, master",Up to 9 years of school,Mexico,2,30,6,6,6,6,6,23,6,6,6,1,3,1,1
627,SME,35,Female,"College degree, bachelor, master",Some College or equivalent,Mexico,1,21,4,6,NA,6,5,24,6,6,6,2,2,2,2
628,SME,37,Male,"College degree, bachelor, master",College degree,Mexico,4,27,6,6,5,5,5,24,5,6,6,2,1,4,4
629,BG,75,Female,Up to 12 years of school,NA,Bulgaria,1,9,5,4,NA,NA,NA,19,5,4,4,2,2,2,2
630,SAR,53,Female,"Some College, short continuing education or equivalent",Up to 6 years of school,Argentina,2,23,5,5,3,5,5,30,6,6,6,1,6,5,5
631,FR,24,Male,"College degree, bachelor, master",Some College or equivalent,France,3,26,4,5,5,6,6,26,6,5,5,3,5,2,2
632,SME,24,Female,"College degree, bachelor, master",Up to 9 years of school,Mexico,2,28,6,6,5,6,5,22,6,6,6,1,2,1,1
634,BG,61,Female,"College degree, bachelor, master",Up to 12 years of school,Bulgaria,1,30,6,6,6,6,6,26,6,6,6,2,3,3,3
635,SME,29,Male,"Some College, short continuing education or equivalent",College degree,Mexico,4,26,5,6,5,5,5,22,5,5,5,2,2,3,3
636,SME,26,Male,"College degree, bachelor, master",Some College or equivalent,Mexico,4,17,4,4,4,3,2,20,5,4,4,1,4,2,2
637,BG,31,Female,"Some College, short continuing education or equivalent",Some College or equivalent,Bulgaria,0,20,4,5,5,2,4,22,5,5,5,1,5,1,1
638,SME,50,Male,PhD/Doctorate,None,Mexico,1,25,5,6,5,5,4,24,6,5,5,2,2,4,4
639,SAR,50,Female,Up to 9 years of school,Up to 12 years of school,Argentina,0,21,4,5,4,4,4,32,6,6,6,4,6,4,4
640,SAR,40,Female,"College degree, bachelor, master",Some College or equivalent,Argentina,1,28,6,6,6,5,5,27,6,5,5,5,2,4,4
641,SAR,46,Male,"Some College, short continuing education or equivalent",Up to 9 years of school,Argentina,1,13,3,3,3,2,2,23,1,4,4,5,4,5,5
642,SAR,28,Female,"Some College, short continuing education or equivalent",College degree,Argentina,1,15,2,4,4,3,2,24,5,5,6,4,3,1,1
643,SME,36,Male,"College degree, bachelor, master",Up to 9 years of school,Mexico,0,8,2,1,5,NA,NA,22,5,5,5,3,2,2,2
644,SAR,58,Female,None,Up to 12 years of school,Argentina,2,28,6,6,5,6,5,27,6,6,6,2,5,2,2
645,SME,24,Male,"College degree, bachelor, master",Up to 12 years of school,Guatemala,3,21,5,6,3,4,3,23,5,5,5,2,4,2,2
646,BG,49,Female,None,None,NA,0,24,5,5,4,5,5,18,3,2,6,2,3,2,2
647,SAR,39,Other/would rather not say,None,Up to 6 years of school,Argentina,7,18,4,4,4,NA,6,28,6,6,6,2,6,2,2
648,SAR,19,Female,"Some College, short continuing education or equivalent",Some College or equivalent,Argentina,2,6,1,1,2,1,1,24,3,6,6,3,4,2,2
650,SME,26,Female,"Some College, short continuing education or equivalent",College degree,Mexico,5,29,6,6,5,6,6,23,4,5,4,3,3,4,4
651,SK,40,Other/would rather not say,"College degree, bachelor, master",Up to 12 years of school,NA,NA,18,3,4,3,4,4,25,5,5,5,3,4,3,3
652,BG,50,Other/would rather not say,Up to 12 years of school,Up to 6 years of school,Bulgaria,0,7,1,1,1,1,3,23,5,5,2,5,4,2,2
653,BG,60,Other/would rather not say,NA,NA,NA,NA,29,5,6,6,6,6,24,6,6,6,1,1,4,4
654,SAR,46,Female,"Some College, short continuing education or equivalent",Some College or equivalent,Argentina,2,15,3,3,3,3,3,29,5,6,6,3,5,4,4
655,BG,36,Male,"College degree, bachelor, master",College degree,Bulgaria,3,26,6,5,5,5,5,29,5,5,5,5,5,4,4
656,BG,55,Female,Up to 12 years of school,Up to 12 years of school,Bulgaria,0,25,5,5,5,5,5,28,6,6,5,2,5,4,4
657,SME,33,Male,Up to 12 years of school,Up to 6 years of school,Mexico,1,19,2,4,3,5,5,22,5,5,6,2,1,3,3
658,BG,64,Female,Up to 12 years of school,Up to 9 years of school,Bulgaria,1,9,1,2,2,2,2,22,6,3,3,2,4,4,4
659,BG,53,Female,"College degree, bachelor, master",NA,NA,0,20,4,NA,6,6,4,22,6,6,6,1,2,1,1
660,SME,46,Male,Up to 12 years of school,Up to 9 years of school,Mexico,2,25,5,5,5,5,5,24,4,6,5,2,5,2,2
661,SAR,51,Female,Up to 9 years of school,NA,Argentina,NA,10,NA,5,NA,5,NA,29,6,6,6,1,6,4,4
663,SME,28,Female,"College degree, bachelor, master",College degree,Mexico,1,28,5,6,5,6,6,26,6,6,6,2,2,4,4
664,IT,44,Female,"College degree, bachelor, master",Up to 6 years of school,Italy,NA,21,2,5,4,5,5,25,3,5,5,4,4,4,4
665,EN,18,Female,"College degree, bachelor, master",College degree,India,3,23,5,6,NA,6,6,32,6,6,5,3,6,6,6
666,SME,37,Male,"Some College, short continuing education or equivalent",None,Mexico,0,25,5,5,5,5,5,11,4,1,1,1,3,1,1
667,SME,19,Male,Up to 12 years of school,Up to 9 years of school,Mexico,3,19,NA,6,4,4,5,20,5,5,3,1,5,1,1
668,SME,26,Female,"College degree, bachelor, master",Up to 12 years of school,Mexico,6,25,5,5,5,5,5,25,6,5,5,3,4,2,2
669,SME,26,Male,"College degree, bachelor, master",Up to 12 years of school,Mexico,1,28,4,6,6,6,6,26,6,5,5,5,3,2,2
670,SAR,38,Female,"Some College, short continuing education or equivalent",College degree,Argentina,0,25,4,6,5,5,5,25,5,5,6,2,5,2,2
671,SAR,59,Male,"College degree, bachelor, master",Some College or equivalent,Argentina,1,24,5,6,6,3,4,23,5,5,5,2,3,3,3
672,SAR,61,Female,Up to 12 years of school,Up to 6 years of school,Argentina,0,22,5,5,4,3,5,26,4,5,5,5,5,2,2
673,TR,21,Female,"College degree, bachelor, master",Up to 9 years of school,Turkey,3,21,4,4,4,4,5,20,3,4,3,4,2,4,4
674,SME,20,Male,"College degree, bachelor, master",College degree,Mexico,2,25,5,5,5,4,6,24,4,5,6,2,3,4,4
675,SME,45,Male,"College degree, bachelor, master",Some College or equivalent,Mexico,NA,30,6,6,6,6,6,24,2,5,6,4,3,4,4
676,SME,27,Male,"College degree, bachelor, master",Some College or equivalent,Mexico,3,26,6,6,6,4,4,28,5,6,6,3,5,3,3
677,SAR,23,Female,"Some College, short continuing education or equivalent",Up to 12 years of school,Argentina,2,27,4,6,5,6,6,29,5,6,6,4,4,4,4
679,BG,18,Male,"College degree, bachelor, master",College degree,Bulgaria,0,26,5,5,5,6,5,22,4,4,5,2,3,4,4
681,SME,22,Male,"College degree, bachelor, master",Some College or equivalent,Mexico,3,21,4,6,5,3,3,24,4,5,5,5,3,2,2
682,BG,62,Female,Up to 12 years of school,Up to 9 years of school,Bulgaria,0,30,6,6,6,6,6,29,6,6,6,6,4,1,1
683,SME,31,Male,"College degree, bachelor, master",Some College or equivalent,Mexico,0,26,6,6,5,5,4,21,3,6,5,1,4,2,2
684,SME,32,Male,Up to 12 years of school,Up to 9 years of school,Mexico,1,18,5,5,4,2,2,18,6,4,4,1,1,2,2
685,BG,65,Female,"College degree, bachelor, master",Up to 12 years of school,Bulgaria,0,29,6,6,6,6,5,10,2,1,2,1,3,1,1
686,SME,34,Male,"College degree, bachelor, master",Up to 6 years of school,Mexico,1,25,5,6,6,4,4,20,4,6,6,1,1,2,2
687,SR,22,Male,"Some College, short continuing education or equivalent",Some College or equivalent,Bosnia and Herzegovina,3,24,2,6,6,5,5,23,5,5,5,3,2,3,3
689,SAR,50,Female,"Some College, short continuing education or equivalent",Some College or equivalent,Argentina,1,21,4,4,3,5,5,28,4,5,5,5,4,5,5
691,FI,60,Male,Up to 6 years of school,Up to 6 years of school,Finland,0,29,6,6,5,6,6,24,6,6,6,1,4,1,1
692,SME,37,Male,PhD/Doctorate,College degree,Mexico,4,29,6,6,5,6,6,16,2,5,5,1,1,2,2
694,BG,58,Female,Up to 12 years of school,College degree,Bulgaria,0,11,2,2,4,1,2,18,3,3,5,4,2,1,1
695,BG,67,Female,Up to 12 years of school,Up to 9 years of school,Bulgaria,0,17,3,4,3,4,3,22,4,5,5,2,3,3,3
696,SME,28,Male,"College degree, bachelor, master",Up to 12 years of school,Mexico,2,26,6,6,5,5,4,29,5,6,6,4,2,6,6
697,SME,33,Male,"College degree, bachelor, master",College degree,Mexico,4,25,5,5,5,5,5,22,5,5,5,2,3,2,2
698,SME,22,Male,"College degree, bachelor, master",Up to 12 years of school,Mexico,1,19,1,6,4,4,4,26,6,6,6,4,3,1,1
699,SME,24,Male,"College degree, bachelor, master",College degree,Mexico,2,29,5,6,6,6,6,24,2,5,6,4,2,5,5
701,SME,21,Female,"Some College, short continuing education or equivalent",Up to 12 years of school,Mexico,1,22,2,6,5,5,4,26,6,6,6,1,5,2,2
702,SME,56,Male,"College degree, bachelor, master",Up to 9 years of school,Mexico,0,30,6,6,6,6,6,29,6,6,6,2,6,3,3
703,BG,49,Female,"Some College, short continuing education or equivalent",College degree,Bulgaria,2,19,4,6,4,3,2,30,6,6,6,2,4,6,6
704,BG,62,Female,"Some College, short continuing education or equivalent",Up to 12 years of school,Bulgaria,5,3,1,1,1,NA,NA,12,5,2,1,1,2,1,1
705,BG,66,Female,Up to 12 years of school,NA,Bulgaria,0,4,1,3,NA,NA,NA,20,4,5,3,1,5,2,2
706,BG,53,Female,"College degree, bachelor, master",Up to 12 years of school,Bulgaria,0,10,2,2,2,2,2,23,5,5,2,2,5,4,4
707,SAR,21,Female,"Some College, short continuing education or equivalent",College degree,Argentina,2,23,4,5,2,6,6,31,6,6,5,6,6,2,2
708,BG,46,Female,"College degree, bachelor, master",None,Bulgaria,1,25,5,5,5,5,5,26,6,4,6,1,3,6,6
709,SME,23,Male,"College degree, bachelor, master",Up to 6 years of school,Mexico,4,26,6,6,6,4,4,30,5,5,5,4,5,6,6
710,IT,69,Female,"College degree, bachelor, master",Up to 6 years of school,Italy,NA,16,2,2,2,5,5,25,5,5,5,4,5,1,1
711,BG,52,Female,"Some College, short continuing education or equivalent",College degree,Bulgaria,NA,12,1,1,1,5,4,13,2,1,5,2,2,1,1
712,BG,59,Female,Up to 12 years of school,Up to 9 years of school,Bulgaria,0,12,2,4,NA,3,3,22,5,3,3,4,4,3,3
713,FI,37,Male,"Some College, short continuing education or equivalent",Some College or equivalent,Finland,NA,17,4,2,3,6,2,32,6,6,6,6,5,3,3
714,SME,27,Male,"College degree, bachelor, master",Some College or equivalent,Mexico,1,25,5,6,5,5,4,22,4,5,6,2,1,4,4
717,SME,33,Male,"College degree, bachelor, master",Up to 12 years of school,Mexico,1,25,5,5,5,5,5,26,5,5,5,5,2,4,4
718,SME,34,Male,"College degree, bachelor, master",Up to 9 years of school,United States,0,19,3,5,3,4,4,23,6,5,5,2,4,1,1
